config,Mittelwert,Std.Abw.,Minimum,Maximum
MR=0.01,2.9632820952145376,0.06022280080955146,2.9356712768997166,3.150465768127913
MR=0.05,2.93997215669187,0.016367522651161967,2.9356712768997166,3.000184473782019
MR=0.10,2.9356712768997166,0.0,2.9356712768997166,2.9356712768997166
MR=0.20,2.9356712768997166,0.0,2.9356712768997166,2.9356712768997166
