config,Mittelwert,Std.Abw.,Minimum,Maximum
Pop=100,2.9356712768997166,0.0,2.9356712768997166,2.9356712768997166
Pop=20,3.005499290519421,0.10596869657843147,2.9356712768997166,3.272434762595287
Pop=50,2.951594656431845,0.048987770959275284,2.9356712768997166,3.122408589058655
